index,block,block_index,name,category,domain,official_url,fill_referral,referral_status,referral_label,your_referral_url,sources,on_both,
17,Биржи (CEX),17,Gate.io,Биржи (CEX),gate.com,https://gate.com,yes,manual_exchange,биржа — нужна твоя рефка,https://www.gate.com/referral/earn-together/invite/UgBFUgoO?ref=UgBFUgoO&ref_type=103&utm_cmp=rXJBDjtJ&activity_id=1781161013843,crypton,no,
18,Биржи (CEX),18,HTX,Биржи (CEX),huobi.com,https://huobi.com,yes,manual_exchange,биржа — нужна твоя рефка,,crypton,no,
19,Биржи (CEX),19,Hyperliquid,DeFi & DApp,app.hyperliquid.xyz,https://app.hyperliquid.xyz,yes,manual_exchange,биржа — нужна твоя рефка,,crypton+maxy,yes,
20,Биржи (CEX),20,Kraken,Биржи (CEX),kraken.com,https://kraken.com,yes,manual_exchange,биржа — нужна твоя рефка,,crypton,no,
21,Биржи (CEX),21,KuCoin,Биржи (CEX),kucoin.com,https://kucoin.com,yes,manual_exchange,биржа — нужна твоя рефка,https://www.kucoin.com/ucenter/signup?rcode=QBSSW2K6&utm_source=app_g_Share,crypton,no,
22,Биржи (CEX),22,Lighter,Биржи (CEX),app.lighter.xyz,https://app.lighter.xyz,yes,manual_exchange,биржа — нужна твоя рефка,https://app.lighter.xyz/?referral=SUPREME,crypton+maxy,yes,
23,Биржи (CEX),23,MEXC,Биржи (CEX),mexc.com,https://mexc.com,yes,manual_exchange,биржа — нужна твоя рефка,https://promote.mexc.com/r/g9TSiRMdfP,crypton+maxy,yes,
24,Биржи (CEX),24,OKX Wallet,Биржи (CEX),okx.com,https://okx.com/web3/dex-swap/bridge,yes,manual_exchange,биржа — нужна твоя рефка,https://okx.com/join/34020013,crypton+maxy,yes,
25,Биржи (CEX),25,Ostium,Биржи (CEX),app.ostium.com,https://app.ostium.com/trade,yes,manual_exchange,биржа — нужна твоя рефка,,crypton+maxy,yes,
26,Биржи (CEX),26,Paradex,Биржи (CEX),app.paradex.trade,https://app.paradex.trade,yes,manual_exchange,биржа — нужна твоя рефка,https://app.paradex.trade/r/supreme,crypton+maxy,yes,
27,Биржи (CEX),27,StandX,Биржи (CEX),standx.com,https://standx.com,yes,manual_exchange,биржа — нужна твоя рефка,https://standx.com/referral?code=supreme,crypton,no,
28,Биржи (CEX),28,SushiSwap,Биржи (CEX),sushi.com,https://sushi.com/perps,yes,manual_exchange,биржа — нужна твоя рефка,https://sushi.com/perps/invite/SUPREME,crypton,no,
,=== DEX и свопы ===,,,,,,,,,,,,
29,DEX и свопы,1,10kswap Pool,DeFi & DApp,10kswap.com,https://10kswap.com/pool,no,no_program,скорее без рефки,,crypton,no,
30,DEX и свопы,2,Arbswap,DeFi & DApp,arbswap.io,https://arbswap.io,no,no_program,скорее без рефки,,crypton,no,
31,DEX и свопы,3,Archly,DeFi & DApp,archly.fi,https://archly.fi,no,no_program,скорее без рефки,,crypton,no,
32,DEX и свопы,4,ArthSwap,DeFi & DApp,app.arthswap.org,https://app.arthswap.org,no,no_program,скорее без рефки,,crypton,no,
33,DEX и свопы,5,AshSwap,DeFi & DApp,app.ashswap.io,https://app.ashswap.io/swap,no,no_program,скорее без рефки,,crypton,no,
34,DEX и свопы,6,Bebop,DeFi & DApp,bebop.xyz,https://bebop.xyz,no,no_program,скорее без рефки,,crypton,no,
35,DEX и свопы,7,Biswap,DeFi & DApp,biswap.org,https://biswap.org/pool,no,no_program,скорее без рефки,,crypton,no,
36,DEX и свопы,8,BitCow,DeFi & DApp,bitcow.xyz,https://bitcow.xyz,no,no_program,скорее без рефки,,crypton,no,
37,DEX и свопы,9,BloctoSwap Teleport,DeFi & DApp,swap.blocto.app,https://swap.blocto.app,no,no_program,скорее без рефки,,crypton,no,
38,DEX и свопы,10,Claimswap,DeFi & DApp,claimswap.org,https://claimswap.org,no,no_program,скорее без рефки,,crypton,no,
39,DEX и свопы,11,Crodex,DeFi & DApp,swap.crodex.app,https://swap.crodex.app,no,no_program,скорее без рефки,,crypton,no,
40,DEX и свопы,12,Curve Pool,DeFi & DApp,curve.finance,https://curve.finance/llamalend,no,no_program,скорее без рефки,,crypton,no,
41,DEX и свопы,13,DeDust,DeFi & DApp,dedust.io,https://dedust.io,no,no_program,скорее без рефки,,crypton,no,
42,DEX и свопы,14,Defibox,DeFi & DApp,defibox.io,https://defibox.io,no,no_program,скорее без рефки,,crypton,no,
43,DEX и свопы,15,Drift Protocol,DeFi & DApp,app.drift.trade,https://app.drift.trade,yes,pending,рефка возможна — проверь,,crypton+maxy,yes,
44,DEX и свопы,16,iSwap,DeFi & DApp,iswap.tech,https://iswap.tech/swap,no,no_program,скорее без рефки,,crypton,no,
45,DEX и свопы,17,Jumbo,DeFi & DApp,jumbo.exchange,https://jumbo.exchange/swap,no,no_program,скорее без рефки,,crypton,no,
46,DEX и свопы,18,JustMoney,DeFi & DApp,about.just.money,https://about.just.money,no,no_program,скорее без рефки,,crypton,no,
47,DEX и свопы,19,KLAYswap,DeFi & DApp,klayswap.com,https://klayswap.com/dashboard,no,no_program,скорее без рефки,,crypton,no,
48,DEX и свопы,20,KOI Finance Pool,DeFi & DApp,dapp.koi.finance,https://dapp.koi.finance/pool,no,no_program,скорее без рефки,,crypton,no,
49,DEX и свопы,21,Kokonut Swap,DeFi & DApp,kokonutswap.finance,https://kokonutswap.finance/swap,no,no_program,скорее без рефки,,crypton,no,
50,DEX и свопы,22,KyberSwap,DeFi & DApp,kyberswap.com,https://kyberswap.com/earn/pools?protocol=uniswap-v4-fairflow,yes,pending,рефка возможна — проверь,,crypton,no,
51,DEX и свопы,23,Layerswap,DeFi & DApp,layerswap.io,https://layerswap.io/app,no,no_program,скорее без рефки,,crypton,no,
52,DEX и свопы,24,LiquidSwap,DeFi & DApp,liquidswap.com,https://liquidswap.com,no,no_program,скорее без рефки,,crypton,no,
53,DEX и свопы,25,Matcha,DeFi & DApp,matcha.xyz,https://matcha.xyz/matcha-auto,yes,pending,рефка возможна — проверь,,crypton,no,
54,DEX и свопы,26,MDEX,DeFi & DApp,mdex.com,https://mdex.com,no,no_program,скорее без рефки,,crypton,no,
55,DEX и свопы,27,MerlinSwap,DeFi & DApp,merlinswap.org,https://merlinswap.org/trade/swap,no,no_program,скорее без рефки,,crypton,no,
56,DEX и свопы,28,MetalX Dex,DeFi & DApp,app.metalx.com,https://app.metalx.com/dex/XPR_XMD,no,no_program,скорее без рефки,,crypton,no,
57,DEX и свопы,29,MintSwap Finance,DeFi & DApp,mintswap.finance,https://mintswap.finance/swap,no,no_program,скорее без рефки,,crypton,no,
58,DEX и свопы,30,mySwap Pool,DeFi & DApp,myswap.xyz,https://myswap.xyz,no,no_program,скорее без рефки,,crypton,no,
59,DEX и свопы,31,Netswap,DeFi & DApp,netswap.io,https://netswap.io,no,no_program,скорее без рефки,,crypton,no,
60,DEX и свопы,32,OneDex,DeFi & DApp,swap.onedex.app,https://swap.onedex.app/swap,no,no_program,скорее без рефки,,crypton,no,
61,DEX и свопы,33,Oolong swap,DeFi & DApp,oolongswap.com,https://oolongswap.com,no,no_program,скорее без рефки,,crypton,no,
62,DEX и свопы,34,PaintSwap,DeFi & DApp,paintswap.finance,https://paintswap.finance,no,no_program,скорее без рефки,,crypton,no,
63,DEX и свопы,35,PancakeSwap (by L0),DeFi & DApp,bridge.pancakeswap.finance,https://bridge.pancakeswap.finance,no,no_program,скорее без рефки,,crypton,no,
64,DEX и свопы,36,PancakeSwap Earn,DeFi & DApp,pancakeswap.finance,https://pancakeswap.finance/lottery,no,no_program,скорее без рефки,,crypton+maxy,yes,
65,DEX и свопы,37,Pangolin,DeFi & DApp,app.pangolin.exchange,https://app.pangolin.exchange,no,no_program,скорее без рефки,,crypton,no,
66,DEX и свопы,38,phux,DeFi & DApp,phux.io,https://phux.io,no,no_program,скорее без рефки,,crypton,no,
67,DEX и свопы,39,Plenty,DeFi & DApp,plenty.network,https://plenty.network,no,no_program,скорее без рефки,,crypton,no,
68,DEX и свопы,40,Quickswap Earn,DeFi & DApp,quickswap.exchange,https://quickswap.exchange,no,no_program,скорее без рефки,,crypton,no,
69,DEX и свопы,41,QuipuSwap,DeFi & DApp,quipuswap.com,https://quipuswap.com,no,no_program,скорее без рефки,,crypton,no,
70,DEX и свопы,42,Ring,DeFi & DApp,ring.exchange,https://ring.exchange,no,no_program,скорее без рефки,,crypton,no,
71,DEX и свопы,43,Rocket Pool,DeFi & DApp,rocketpool.net,https://rocketpool.net,no,no_program,скорее без рефки,,crypton,no,
72,DEX и свопы,44,RocketSwap,DeFi & DApp,app.rocketswap.cc,https://app.rocketswap.cc/exchange/swap,no,no_program,скорее без рефки,,crypton,no,
73,DEX и свопы,45,Satori,DeFi & DApp,satori.finance,https://satori.finance,no,no_program,скорее без рефки,,crypton,no,
74,DEX и свопы,46,Sirius Finance,DeFi & DApp,sirius.finance,https://sirius.finance,no,no_program,скорее без рефки,,crypton,no,
75,DEX и свопы,47,SithSwap,DeFi & DApp,app.sithswap.com,https://app.sithswap.com/swap,no,no_program,скорее без рефки,,crypton,no,
76,DEX и свопы,48,SocialSwap,DeFi & DApp,socialswap.io,https://socialswap.io,no,no_program,скорее без рефки,,crypton,no,
77,DEX и свопы,49,SpaceFi,DeFi & DApp,swap-zksync.spacefi.io,https://swap-zksync.spacefi.io,no,no_program,скорее без рефки,,crypton,no,
78,DEX и свопы,50,SpaceFi Pool,DeFi & DApp,spacefi.io,https://spacefi.io/Pool,no,no_program,скорее без рефки,,crypton,no,
79,DEX и свопы,51,SpookySwap,DeFi & DApp,spooky.fi,https://spooky.fi,no,no_program,скорее без рефки,,crypton,no,
80,DEX и свопы,52,STON.fi,DeFi & DApp,app.ston.fi,https://app.ston.fi,no,no_program,скорее без рефки,,crypton,no,
81,DEX и свопы,53,SunSwap,DeFi & DApp,sunswap.com,https://sunswap.com,no,no_program,скорее без рефки,,crypton,no,
82,DEX и свопы,54,Sushi Swap Pool,DeFi & DApp,app.sushi.com,https://app.sushi.com/pool,no,no_program,скорее без рефки,https://sushi.com/perps/invite/SUPREME,crypton,no,
83,DEX и свопы,55,SwapBased,DeFi & DApp,swapbased.finance,https://swapbased.finance,no,no_program,скорее без рефки,,crypton,no,
84,DEX и свопы,56,Swapsicle,DeFi & DApp,app.swapsicle.io,https://app.swapsicle.io/swap,no,no_program,скорее без рефки,,crypton,no,
85,DEX и свопы,57,Symmetric,DeFi & DApp,telos.symm.fi,https://telos.symm.fi,no,no_program,скорее без рефки,,crypton,no,
86,DEX и свопы,58,SyncSwap Pool,DeFi & DApp,syncswap.xyz,https://syncswap.xyz/swap,no,no_program,скорее без рефки,,crypton,no,
87,DEX и свопы,59,Telos Swap,DeFi & DApp,tswaps.com,https://tswaps.com,no,no_program,скорее без рефки,,crypton,no,
88,DEX и свопы,60,THORSwap Earn,DeFi & DApp,app.thorswap.finance,https://app.thorswap.finance/liquidity,no,no_program,скорее без рефки,,crypton,no,
89,DEX и свопы,61,Trisolaris Farm,DeFi & DApp,trisolaris.io,https://trisolaris.io,no,no_program,скорее без рефки,,crypton,no,
90,DEX и свопы,62,Ubeswap,DeFi & DApp,app.ubeswap.org,https://app.ubeswap.org,no,no_program,скорее без рефки,,crypton,no,
91,DEX и свопы,63,Uniswap Pool,DeFi & DApp,app.uniswap.org,https://app.uniswap.org/explore/auctions,no,no_program,скорее без рефки,,crypton+maxy,yes,
92,DEX и свопы,64,White While,DeFi & DApp,app.whitewhale.money,https://app.whitewhale.money,no,no_program,скорее без рефки,,crypton,no,
93,DEX и свопы,65,Wombat Exchange,DeFi & DApp,wombat.exchange,https://wombat.exchange,no,no_program,скорее без рефки,,crypton,no,
94,DEX и свопы,66,xExchange,DeFi & DApp,xexchange.com,https://xexchange.com,no,no_program,скорее без рефки,,crypton,no,
,=== DEX-агрегаторы ===,,,,,,,,,,,,
95,DEX-агрегаторы,1,1inch,DeFi & DApp,1inch.com,https://1inch.com,yes,pending,рефка возможна — проверь,,crypton,no,
96,DEX-агрегаторы,2,Avnu,DeFi & DApp,app.avnu.fi,https://app.avnu.fi/en,yes,pending,рефка возможна — проверь,,crypton,no,
97,DEX-агрегаторы,3,CowSwap,DeFi & DApp,swap.cow.fi,https://swap.cow.fi,yes,pending,рефка возможна — проверь,,crypton,no,
98,DEX-агрегаторы,4,HashFlow,DeFi & DApp,hashflow.com,https://hashflow.com,yes,pending,рефка возможна — проверь,,crypton,no,
99,DEX-агрегаторы,5,Jupiter,DeFi & DApp,jup.ag,https://jup.ag,yes,pending,рефка возможна — проверь,https://jup.ag/?ref=v0pf9ncogz37,crypton+maxy,yes,
100,DEX-агрегаторы,6,OpenOcean,DeFi & DApp,openocean.finance,https://openocean.finance,yes,pending,рефка возможна — проверь,,crypton,no,
,=== Мосты (Bridges) ===,,,,,,,,,,,,
101,Мосты (Bridges),1,Abstract Bridge,DeFi & DApp,bridge.abs.xyz,https://bridge.abs.xyz,no,no_program,скорее без рефки,,crypton,no,
102,Мосты (Bridges),2,Across Bridge,DeFi & DApp,across.to,https://across.to/bridge,no,no_program,скорее без рефки,,crypton,no,
103,Мосты (Bridges),3,Alcor Bridge,DeFi & DApp,alcor.exchange,https://alcor.exchange,no,no_program,скорее без рефки,,crypton,no,
104,Мосты (Bridges),4,Angle Bridge (by L0),DeFi & DApp,app.angle.money,https://app.angle.money/bridges-agEUR,no,no_program,скорее без рефки,,crypton,no,
105,Мосты (Bridges),5,Arbitrum Bridge,DeFi & DApp,bridge.arbitrum.io,https://bridge.arbitrum.io,no,no_program,скорее без рефки,,crypton,no,
106,Мосты (Bridges),6,Bungee,DeFi & DApp,bungee.exchange,https://bungee.exchange,no,no_program,скорее без рефки,,crypton,no,
107,Мосты (Bridges),7,Connext Bridge,DeFi & DApp,bridge.connext.network,https://bridge.connext.network,no,no_program,скорее без рефки,,crypton,no,
108,Мосты (Bridges),8,Core Bridge (by L0),DeFi & DApp,bridge.coredao.org,https://bridge.coredao.org/bridge,no,no_program,скорее без рефки,,crypton,no,
109,Мосты (Bridges),9,Gaz.zip,DeFi & DApp,gas.zip,https://gas.zip,no,no_program,скорее без рефки,,crypton,no,
110,Мосты (Bridges),10,Harmony Bridge (by L0),DeFi & DApp,layerzero.bridge.harmony.one,https://layerzero.bridge.harmony.one/one,no,no_program,скорее без рефки,,crypton,no,
111,Мосты (Bridges),11,IceCreamSwap Bridge,DeFi & DApp,icecreamswap.com,https://icecreamswap.com,no,no_program,скорее без рефки,,crypton,no,
112,Мосты (Bridges),12,Linea Bridge,DeFi & DApp,bridge.linea.build,https://bridge.linea.build,no,no_program,скорее без рефки,,crypton,no,
113,Мосты (Bridges),13,Meme Bridge,DeFi & DApp,memebridge.xyz,https://memebridge.xyz,no,no_program,скорее без рефки,,crypton,no,
114,Мосты (Bridges),14,Meson Bridge,DeFi & DApp,meson.fi,https://meson.fi/home,no,no_program,скорее без рефки,,crypton,no,
115,Мосты (Bridges),15,Metal L2 bridge,DeFi & DApp,bridge.metall2.com,https://bridge.metall2.com,no,no_program,скорее без рефки,,crypton,no,
116,Мосты (Bridges),16,Oku Bridge,DeFi & DApp,oku.trade,https://oku.trade/app/ethereum/bridge,no,no_program,скорее без рефки,,crypton,no,
117,Мосты (Bridges),17,OpenSea,DeFi & DApp,opensea.io,https://opensea.io,no,no_program,скорее без рефки,,crypton+maxy,yes,
118,Мосты (Bridges),18,Optimism Bridge,DeFi & DApp,app.optimism.io,https://app.optimism.io/bridge/deposit,no,no_program,скорее без рефки,,crypton,no,
119,Мосты (Bridges),19,Polygon Bridge,DeFi & DApp,portal.polygon.technology,https://portal.polygon.technology,no,no_program,скорее без рефки,,crypton,no,
120,Мосты (Bridges),20,Portal Bridge,DeFi & DApp,portalbridge.com,https://portalbridge.com,no,no_program,скорее без рефки,,crypton,no,
121,Мосты (Bridges),21,Rainbow Bridge,DeFi & DApp,rainbowbridge.app,https://rainbowbridge.app,no,no_program,скорее без рефки,,crypton,no,
122,Мосты (Bridges),22,RhinoFi Bridge,DeFi & DApp,app.rhino.fi,https://app.rhino.fi/bridge,no,no_program,скорее без рефки,,crypton,no,
123,Мосты (Bridges),23,Router Bridge,DeFi & DApp,app.routernitro.com,https://app.routernitro.com/swap?fromChain=1&fromToken=0x9E32b13ce7f2E80A01932B42553652E053D6ed8e&toChain=1&toToken=0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE,no,no_program,скорее без рефки,,crypton,no,
124,Мосты (Bridges),24,Scroll Bridge,DeFi & DApp,scroll.io,https://scroll.io,no,no_program,скорее без рефки,,crypton+maxy,yes,
125,Мосты (Bridges),25,Symbiosis Bridge,DeFi & DApp,app.symbiosis.finance,https://app.symbiosis.finance/swap,no,no_program,скорее без рефки,,crypton,no,
126,Мосты (Bridges),26,zkSync Era Bridge,DeFi & DApp,bridge.zksync.io,https://bridge.zksync.io,no,no_program,скорее без рефки,,crypton,no,
127,Мосты (Bridges),27,Zora Bridge,DeFi & DApp,bridge.zora.energy,https://bridge.zora.energy/transactions,no,no_program,скорее без рефки,,crypton,no,
,=== Lending / займы ===,,,,,,,,,,,,
128,Lending / займы,1,Aurigami,DeFi & DApp,aurigami.finance,https://aurigami.finance,no,no_program,скорее без рефки,,crypton,no,
129,Lending / займы,2,Bastion Protocol,DeFi & DApp,app.bastionprotocol.com,https://app.bastionprotocol.com,no,no_program,скорее без рефки,,crypton,no,
130,Lending / займы,3,Blur,DeFi & DApp,blur.io,https://blur.io,yes,pending,рефка возможна — проверь,,crypton+maxy,yes,
131,Lending / займы,4,JustLend,DeFi & DApp,app.justlend.org,https://app.justlend.org/home?lang=en-US,no,no_program,скорее без рефки,,crypton,no,
132,Lending / займы,5,MetaLend,DeFi & DApp,metalend.tech,https://metalend.tech/app,no,no_program,скорее без рефки,,crypton,no,
133,Lending / займы,6,NAVI Protocol,DeFi & DApp,naviprotocol.io,https://naviprotocol.io,no,no_program,скорее без рефки,,crypton,no,
134,Lending / займы,7,Venus Protocol,DeFi & DApp,app.venus.io,https://app.venus.io,no,no_program,скорее без рефки,,crypton,no,
,=== Staking / restaking ===,,,,,,,,,,,,
135,Staking / restaking,1,Benqi,DeFi & DApp,app.benqi.fi,https://app.benqi.fi/savax,no,no_program,скорее без рефки,,crypton,no,
136,Staking / restaking,2,Lido,DeFi & DApp,lido.fi,https://lido.fi,no,no_program,скорее без рефки,,crypton,no,
,=== Derivatives / перпы / опционы ===,,,,,,,,,,,,
137,Derivatives / перпы / опционы,1,Zeta,DeFi & DApp,zeta.markets,https://zeta.markets,yes,pending,рефка возможна — проверь,,crypton,no,
,=== Yield / фарминг ===,,,,,,,,,,,,
138,Yield / фарминг,1,Pendle,DeFi & DApp,pendle.finance,https://pendle.finance,yes,pending,рефка возможна — проверь,,crypton,no,
139,Yield / фарминг,2,SuperForm,DeFi & DApp,app.superform.xyz,https://app.superform.xyz,no,no_program,скорее без рефки,,crypton+maxy,yes,
140,Yield / фарминг,3,Swell,DeFi & DApp,app.swellnetwork.io,https://app.swellnetwork.io/earn/vaults,no,no_program,скорее без рефки,,crypton,no,
141,Yield / фарминг,4,WooFi (by L0),DeFi & DApp,fi.woo.org,https://fi.woo.org/earn,no,no_program,скорее без рефки,,crypton,no,
,=== NFT ===,,,,,,,,,,,,
142,NFT,1,BlueMove,DeFi & DApp,bluemove.net,https://bluemove.net,yes,pending,рефка возможна — проверь,,crypton,no,
143,NFT,2,LooksRare,DeFi & DApp,looksrare.org,https://looksrare.org,yes,pending,рефка возможна — проверь,,crypton,no,
144,NFT,3,Magic Eden,DeFi & DApp,magiceden.io,https://magiceden.io,yes,pending,рефка возможна — проверь,,crypton+maxy,yes,
145,NFT,4,SuperRare,DeFi & DApp,superrare.com,https://superrare.com,yes,pending,рефка возможна — проверь,,crypton,no,
,=== Launchpad ===,,,,,,,,,,,,
146,Launchpad,1,Orca,DeFi & DApp,orca.so,https://orca.so/tokens,yes,pending,рефка возможна — проверь,,crypton,no,
,=== Прочий DeFi ===,,,,,,,,,,,,
147,Прочий DeFi,1,9inch,DeFi & DApp,app.9inch.io,https://app.9inch.io/?chain=pulsechain,no,no_program,скорее без рефки,,crypton,no,
148,Прочий DeFi,2,AAVE,DeFi & DApp,app.aave.com,https://app.aave.com,no,no_program,скорее без рефки,,crypton,no,
149,Прочий DeFi,3,Aevo,DeFi & DApp,app.aevo.xyz,https://app.aevo.xyz,yes,pending,рефка возможна — проверь,https://app.aevo.xyz/r/supreme,crypton,no,
150,Прочий DeFi,4,Allbridge,DeFi & DApp,app.allbridge.io,https://app.allbridge.io,no,no_program,скорее без рефки,,crypton,no,
151,Прочий DeFi,5,Ambient,DeFi & DApp,ambient.finance,https://ambient.finance/swap,no,no_program,скорее без рефки,,crypton,no,
152,Прочий DeFi,6,AtomicHub Market,DeFi & DApp,wax.atomichub.io,https://wax.atomichub.io/creator,no,no_program,скорее без рефки,,crypton,no,
153,Прочий DeFi,7,Avalaunch,DeFi & DApp,avalaunch.app,https://avalaunch.app/launchpad,no,no_program,скорее без рефки,,crypton,no,
154,Прочий DeFi,8,Avalon Finance,DeFi & DApp,app.avalonfinance.xyz,https://app.avalonfinance.xyz/?marketName=proto_bitlayer_v3,no,no_program,скорее без рефки,,crypton,no,
155,Прочий DeFi,9,Balancer,DeFi & DApp,app.balancer.fi,https://app.balancer.fi/trade,no,no_program,скорее без рефки,,crypton,no,
156,Прочий DeFi,10,Base Name Service,DeFi & DApp,basename.app,https://basename.app,no,no_program,скорее без рефки,,crypton,no,
157,Прочий DeFi,11,Beefy Finance,DeFi & DApp,beefy.finance,https://beefy.finance,no,no_program,скорее без рефки,,crypton,no,
158,Прочий DeFi,12,Binance Launchpad,DeFi & DApp,launchpad.binance.com,https://launchpad.binance.com,no,no_program,скорее без рефки,https://www.binance.com/activity/referral-entry/CPA?ref=CPA_00CCMF6HEA,crypton,no,
159,Прочий DeFi,13,BitGenie,DeFi & DApp,bitgenie.io,https://bitgenie.io/swap,no,no_program,скорее без рефки,,crypton,no,
160,Прочий DeFi,14,BitStar,DeFi & DApp,bitstar.pro,https://bitstar.pro,no,no_program,скорее без рефки,,crypton,no,
161,Прочий DeFi,15,Bunnyfi,DeFi & DApp,bunnyfi.io,https://bunnyfi.io,no,no_program,скорее без рефки,,crypton,no,
162,Прочий DeFi,16,Camelot,DeFi & DApp,app.camelot.exchange,https://app.camelot.exchange,no,no_program,скорее без рефки,,crypton,no,
163,Прочий DeFi,17,Celer cBridge,DeFi & DApp,cbridge.celer.network,https://cbridge.celer.network,no,no_program,скорее без рефки,,crypton,no,
164,Прочий DeFi,18,Cetus,DeFi & DApp,app.cetus.zone,https://app.cetus.zone,no,no_program,скорее без рефки,,crypton,no,
165,Прочий DeFi,19,Chainspot,DeFi & DApp,app.chainspot.io,https://app.chainspot.io,no,no_program,скорее без рефки,,crypton,no,
166,Прочий DeFi,20,CoinList,DeFi & DApp,coinlist.co,https://coinlist.co,no,no_program,скорее без рефки,,crypton,no,
167,Прочий DeFi,21,CometBridge,DeFi & DApp,cometbridge.app,https://cometbridge.app/?original=Mint&target=ALIENX&symbol=ETH,no,no_program,скорее без рефки,,crypton,no,
168,Прочий DeFi,22,Compound,DeFi & DApp,app.compound.finance,https://app.compound.finance,no,no_program,скорее без рефки,,crypton,no,
169,Прочий DeFi,23,Convex,DeFi & DApp,convexfinance.com,https://convexfinance.com/stake,no,no_program,скорее без рефки,,crypton,no,
170,Прочий DeFi,24,DAO Maker,DeFi & DApp,app.daomaker.com,https://app.daomaker.com,no,no_program,скорее без рефки,,crypton,no,
171,Прочий DeFi,25,Debank Social,DeFi & DApp,debank.com,https://debank.com,no,no_program,скорее без рефки,,crypton+maxy,yes,
172,Прочий DeFi,26,deBridge,DeFi & DApp,app.debridge.finance,https://app.debridge.finance,no,no_program,скорее без рефки,,crypton,no,
173,Прочий DeFi,27,DeSyn,DeFi & DApp,desyn.io,https://desyn.io,no,no_program,скорее без рефки,,crypton,no,
174,Прочий DeFi,28,DexGuru,DeFi & DApp,dex.guru,https://dex.guru,no,no_program,скорее без рефки,,crypton,no,
175,Прочий DeFi,29,DFlow,DeFi & DApp,dflow.net,https://dflow.net,no,no_program,скорее без рефки,,crypton+maxy,yes,
176,Прочий DeFi,30,DODO,DeFi & DApp,app.dodoex.io,https://app.dodoex.io/swap/network/manta,no,no_program,скорее без рефки,,crypton,no,
177,Прочий DeFi,31,dYdX,DeFi & DApp,dydx.exchange,https://dydx.exchange,yes,pending,рефка возможна — проверь,,crypton,no,
178,Прочий DeFi,32,EchoDEX,DeFi & DApp,echodex.io,https://echodex.io,no,no_program,скорее без рефки,,crypton,no,
179,Прочий DeFi,33,EigenLayer,DeFi & DApp,eigenlayer.xyz,https://eigenlayer.xyz,no,no_program,скорее без рефки,,crypton,no,
180,Прочий DeFi,34,Element,DeFi & DApp,element.market,https://element.market,no,no_program,скорее без рефки,,crypton,no,
181,Прочий DeFi,35,ENS,DeFi & DApp,app.ens.domains,https://app.ens.domains,no,no_program,скорее без рефки,,crypton,no,
182,Прочий DeFi,36,Ethena,DeFi & DApp,ethena.fi,https://ethena.fi,no,no_program,скорее без рефки,,crypton+maxy,yes,
183,Прочий DeFi,37,ether.fi,DeFi & DApp,app.ether.fi,https://app.ether.fi,yes,pending,рефка возможна — проверь,https://www.ether.fi/@supreme,crypton,no,
184,Прочий DeFi,38,Fibrous,DeFi & DApp,app.fibrous.finance,https://app.fibrous.finance,no,no_program,скорее без рефки,,crypton,no,
185,Прочий DeFi,39,FlowX,DeFi & DApp,flowx.finance,https://flowx.finance/perp,no,no_program,скорее без рефки,,crypton,no,
186,Прочий DeFi,40,Fragment,DeFi & DApp,fragment.com,https://fragment.com,no,no_program,скорее без рефки,,crypton,no,
187,Прочий DeFi,41,Fraxswap,DeFi & DApp,app.frax.finance,https://app.frax.finance/swap/main,no,no_program,скорее без рефки,,crypton,no,
188,Прочий DeFi,42,Friend.tech,DeFi & DApp,friend.tech,https://friend.tech,yes,pending,рефка возможна — проверь,,crypton,no,
189,Прочий DeFi,43,Galxe,DeFi & DApp,galxe.com,https://galxe.com,yes,pending,рефка возможна — проверь,,crypton,no,
190,Прочий DeFi,44,Gamma,DeFi & DApp,app.gamma.xyz,https://app.gamma.xyz/discover,no,no_program,скорее без рефки,,crypton,no,
191,Прочий DeFi,45,Getgems,DeFi & DApp,getgems.io,https://getgems.io,no,no_program,скорее без рефки,,crypton,no,
192,Прочий DeFi,46,Gitcoin,DeFi & DApp,gitcoin.co,https://gitcoin.co,no,no_program,скорее без рефки,,crypton,no,
193,Прочий DeFi,47,GlueX Protocol,DeFi & DApp,gluex.xyz,https://gluex.xyz,no,no_program,скорее без рефки,,crypton,no,
194,Прочий DeFi,48,GMX,DeFi & DApp,app.gmx.io,https://app.gmx.io,yes,pending,рефка возможна — проверь,https://app.gmx.io/#/trade/?ref=supreme,crypton+maxy,yes,
195,Прочий DeFi,49,Guild,DeFi & DApp,guild.xyz,https://guild.xyz,no,no_program,скорее без рефки,,crypton+maxy,yes,
196,Прочий DeFi,50,Helmet,DeFi & DApp,helmet.insure,https://helmet.insure/home,no,no_program,скорее без рефки,,crypton,no,
197,Прочий DeFi,51,Here Finance,DeFi & DApp,app.hera.finance,https://app.hera.finance,no,no_program,скорее без рефки,,crypton,no,
198,Прочий DeFi,52,Hey,DeFi & DApp,hey.xyz,https://hey.xyz/ru,no,no_program,скорее без рефки,,crypton+maxy,yes,
199,Прочий DeFi,53,Homora v2,DeFi & DApp,homora-v2.alphaventuredao.io,https://homora-v2.alphaventuredao.io,no,no_program,скорее без рефки,,crypton,no,
200,Прочий DeFi,54,Hop Exchange,DeFi & DApp,app.hop.exchange,https://app.hop.exchange,no,no_program,скорее без рефки,,crypton,no,
